# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar  5 09:26:24 2023
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN especlipdep:    Eclipse Depth [percentage]
# COLUMN especlipdeperr1: Eclipse Depth Upper Unc. [percentage]
# COLUMN especlipdeperr2: Eclipse Depth Lower Unc. [percentage]
# COLUMN especlipdeplim: Eclipse Depth Limit Flag
# COLUMN espbritemp:     Brightness temperature [K]
# COLUMN espbritemperr1: Brightness temperature Upper Unc. [K]
# COLUMN espbritemperr2: Brightness temperature Lower Unc. [K]
# COLUMN espbritemplim:  Brightness temperature Limit Flag
# COLUMN plntreflink:    Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,especlipdep,especlipdeperr1,especlipdeperr2,especlipdeplim,espbritemp,espbritemperr1,espbritemperr2,espbritemplim,plntreflink,facility,instrument
WASP-76 b,1.5053,0.0224,0.103500,0.005100,-0.005100,0,,,,,<a refstr=EDWARDS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....8E/abstract target=ref>Edwards et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-76 b,1.5280,0.0230,0.106700,0.004500,-0.004500,0,,,,,<a refstr=EDWARDS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....8E/abstract target=ref>Edwards et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-76 b,1.5515,0.0241,0.103800,0.004800,-0.004800,0,,,,,<a refstr=EDWARDS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....8E/abstract target=ref>Edwards et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-76 b,1.5762,0.0253,0.113800,0.005300,-0.005300,0,,,,,<a refstr=EDWARDS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....8E/abstract target=ref>Edwards et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-76 b,1.6021,0.0264,0.106700,0.005600,-0.005600,0,,,,,<a refstr=EDWARDS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....8E/abstract target=ref>Edwards et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-76 b,1.6295,0.0283,0.103100,0.005400,-0.005400,0,,,,,<a refstr=EDWARDS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....8E/abstract target=ref>Edwards et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.1290,0.0180,0.090300,0.005300,-0.005200,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.1470,0.0190,0.099100,0.005900,-0.006000,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.1660,0.0180,0.100200,0.005800,-0.005600,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.1840,0.0190,0.102900,0.005000,-0.004900,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.2030,0.0180,0.106600,0.005800,-0.005800,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.2220,0.0190,0.098300,0.005400,-0.005700,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.2400,0.0180,0.103100,0.004800,-0.005100,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.2590,0.0190,0.101500,0.005500,-0.005000,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.2770,0.0180,0.099400,0.004900,-0.004800,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.2960,0.0190,0.102800,0.005500,-0.005300,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.3140,0.0180,0.100800,0.005500,-0.006000,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.3330,0.0190,0.107700,0.005500,-0.005600,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.3510,0.0180,0.116000,0.005100,-0.005200,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.3690,0.0190,0.111000,0.006100,-0.005700,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.3880,0.0180,0.126200,0.005700,-0.005900,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.4060,0.0190,0.136000,0.005700,-0.005600,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.4250,0.0180,0.119300,0.005400,-0.005600,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.4440,0.0190,0.130400,0.005100,-0.005400,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.4620,0.0180,0.133100,0.005800,-0.006300,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.4810,0.0190,0.134200,0.005700,-0.005700,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.4990,0.0180,0.130400,0.006200,-0.006000,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.5180,0.0190,0.127600,0.006200,-0.006200,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.5360,0.0180,0.121000,0.006600,-0.006500,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.5540,0.0190,0.130700,0.006200,-0.006000,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.5730,0.0180,0.138800,0.006300,-0.006600,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.5910,0.0190,0.129900,0.006900,-0.006900,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.6100,0.0180,0.127000,0.006400,-0.006300,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
WASP-121 b,1.6280,0.0190,0.128600,0.006800,-0.006800,0,,,,,<a refstr=MIKAL_EVANS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.1638M/abstract target=ref>Mikal-Evans et al. 2020</a>,Hubble Space Telescope satellite,Wide Field Camera 3
